id,rate,mean,sdevi,sdevc,exp
2862393,2.77E-05,455585361.8,7371866.84,171987550.8,19368890300
2867189,8.26E-06,450352857.7,7810720.44,188883901,18398517784
2872292,6.13E-07,450307487.9,7511734.33,176734153.2,18557350638
2869031,1.15E-06,449101877.9,8104520.64,194078557.7,18469304942
2856595,1.41E-07,444805656.4,7770634.13,161733069.2,19391108807
2871972,1.60E-05,441657360,7610280.12,190288826.4,18634401192
2853910,1.80E-05,433779677.1,7127235.93,174087586.4,19303375217
2875166,5.10E-06,431933917.3,7360684.01,182088677.9,19154410710
2872912,3.27E-05,429534597.6,7393265.53,171382585.9,19231648446
2871157,7.00E-05,423927885.8,7790480.23,177831346.6,18997427228
2873977,5.07E-06,423686771.1,7587404.13,188825584.9,18543131958
2865183,9.58E-06,423662781.5,7226150.57,182293446.4,18789576574
2864539,4.21E-06,417010016.7,7338056.62,184654677.7,18791601898
2858326,4.48E-06,416818638.6,7461804.96,183295658.3,18692577731
2857199,6.73E-05,416728470.9,7111292.83,169142251.8,19201030939
2856523,5.08E-07,415909378.4,7637974.89,178366686.4,18454759995
2863092,2.31E-05,415107075.9,7517299.75,186348846.2,18556871221
2876883,3.80E-06,413272896.8,6986022.51,213789411.3,19641763737
2861451,9.71E-07,413061994.7,7806623.79,103030084.3,19541562702
2858229,2.95E-05,411976642,7757990.09,149898968.6,18777489596
2863921,3.37E-07,411847537.4,7345218.09,180923766.8,18691758187
2864512,5.42E-06,411816081.5,7079762.15,175573655.7,18743123468
2867383,3.03E-05,404389651.2,7183341.12,177298928.9,18756207113
2869469,8.35E-08,403583053.7,7133042.47,174052554.9,18831913489
2873504,1.61E-04,403260972.3,7641986.38,155462611.7,18776031115
2856839,4.36E-05,401408927.9,7167163.61,175426792.7,18967669018
2866764,4.01E-07,400954927.9,7328170.51,175780404.7,18518603446
2858332,2.69E-06,400819934.4,7750991.05,99132116.83,19330934045
2858677,2.43E-05,400342910.1,7238823.1,176274497.3,18919033764
2863781,6.34E-07,399690892.1,7019986.9,174464435.9,18785546465
2875468,6.51E-06,396965694.4,7254864.72,116959349.9,20115249452
2858355,1.24E-05,396664750.9,7605035.99,139746320.9,16985533818
2854046,1.24E-06,393635792.1,7348762.52,110169429.9,18768603170
2874102,1.41E-06,393096150.3,7597957.95,163659798.3,19003043071
2860082,6.80E-06,392303722.1,7237010.26,180146716.9,18637049359
2861213,1.00E-04,390916109.5,7184713.32,181297763.2,18690302368
2865296,1.53E-05,385326432.7,7096139.7,166636489,18488570175
2852639,2.10E-05,384111279.3,7171739.29,175479829.2,18746412513
2862132,1.92E-07,384023292.7,7311426.87,119722711.1,18936623680
2877060,5.85E-06,382877475.2,6545548.17,159008698.5,19494668253
2862583,3.00E-06,382452808.8,6890017.99,162537526.7,19318732193
2869522,1.21E-05,380308467.9,6948899.85,170154642.6,19208378853
2853567,2.36E-06,380148263.2,7333393.22,156618347.4,19122390914
2872744,1.44E-06,379362140.2,6982002.98,171334719.9,18725159506
2868885,1.44E-06,378935005.5,6944002.85,174121275.7,18732168914
2862268,4.58E-05,377704538.2,6972651.03,170203731.1,19279089814
2859547,8.98E-07,375850767.1,6923259.07,167626669.9,18715286668
2852424,2.74E-05,375729227.1,7057068.13,175737180.4,18647489369
2870844,2.31E-06,374304613.5,6948607.36,172251585.7,18997381860
2852249,1.34E-06,374162384.3,6791459.38,111949052.6,19907549040
2872184,3.09E-06,373243836.4,7030660.11,166093964.9,19036754388
2868182,3.40E-05,370166654.5,6792431.88,167878507.2,18661883200
2872972,3.93E-05,369333015.5,6733028.22,157114113,19644284790
2865650,8.10E-05,368457459.3,6988730.93,157727039,19081668301
2868481,2.20E-05,368190020.9,6992220.06,173834982.6,18944759320
2871415,3.27E-07,367429506.7,7008695.98,174236062.7,18619960565
2869376,2.17E-04,366676447.8,7176399.63,162641322,18981451031
2863692,1.45E-04,363756433.8,7457479.08,119865729.3,12956719666
2861704,5.10E-07,361183853,6807848.22,170686692.4,18787602338
2854778,3.11E-06,358755375.1,6365920.55,158295012.3,19097325029
2875432,3.45E-06,356497902.5,7255232.48,107406874.2,14233696308
2864124,1.74E-07,353384366.4,6252262.09,110081818,19874376863
2866383,2.84E-07,352686349.7,6520569.09,150222963.9,18652624179
2867965,2.84E-06,350765218,6407685.28,154355601.5,19429029502
2875553,5.62E-07,349935880,6789873.9,159101026.5,18753378227
2868412,1.67E-05,348275177.4,6582360.68,165074311,19000858593
2876460,1.48E-06,344750048.7,6684757.83,145408133.6,19614229841
2858701,4.58E-07,344736864.8,6584342.44,165812899.7,18849261180
2875394,8.36E-07,344014450.9,6631904.05,162324174.7,19164763830
2867279,8.12E-05,342975837.3,7962555.9,129006790,16199204453
2858796,7.92E-06,342698432.6,6558128.49,163950021.8,18791630890
2859966,6.14E-05,341890801.3,6495615.31,150230732.8,19889387242
2865915,1.28E-06,341243164.4,6524627.66,162199323.1,19019104110
2857783,1.19E-05,338349597.5,7108989.8,144084057.5,17237589446
2868074,1.39E-05,336895065.9,6557510.1,156172473,19017265093
2863221,4.51E-06,333962891.5,6617303,157560765.5,18894773039
2849679,2.22E-05,330385917.4,6355255.24,159392273.2,19170763132
2859722,3.51E-05,329421315.2,6353373.29,151426908.4,19643857399
2850724,2.10E-05,328487627.3,6591138.36,150087974.1,18923202383
2865561,7.86E-05,327831728.8,6858297.27,129090058.9,14771310104
2852682,3.56E-06,326001538.9,6362058.5,159180864.4,19073544774
2862611,1.22E-05,325555962.3,6803905.98,136240870.6,17001156409
2862772,2.75E-06,322022727.7,6454430.27,157056752,19147270043
2856080,4.33E-06,321797194.1,6402311.55,159641774.1,19017989795
2869383,8.06E-05,319056794.3,6225150.92,154769841.7,19422792886
2853248,3.54E-05,318791395.5,6203577.8,155250246.1,18895693924
2855864,3.67E-05,318728794,6407750.2,142206204,19353387057
2855681,7.04E-07,315948264.4,6232003.43,140780717.2,19183276417
2863294,5.45E-07,314013479.6,6212305.91,155023816.2,19204733733
2866829,1.10E-05,313503606.3,6253747.37,154370698.9,19410055884
2855998,3.78E-07,313200953.9,6512068.58,100309974.7,19928535009
2851270,1.84E-05,312211350.6,6275756.34,156793689.9,19339742348
2870542,3.62E-05,312001746.7,6674170.11,146980713.5,18455431354
2870156,3.85E-06,311747455.9,6234094.96,153055767.8,19260757379
2858938,3.88E-06,310059681.5,6638661.37,122139554.5,20038699126
2875141,4.39E-05,309935124.5,6281344.97,152972150.6,18635166096
2856147,3.97E-05,307664933.2,6098980.08,148490501.2,19422784205
2853212,2.02E-06,307472074.7,7235456.93,95284013.83,11380610939
2867421,3.99E-06,306791406.5,6059743.12,150537135.7,19204621071
2870861,5.91E-07,306223613.7,6048740.6,151607419.3,18700712526
2859134,2.70E-05,303848532.8,6136705.96,154462540.4,19128224638
2853606,5.66E-07,303096394.5,6324943.26,158422539.1,18555676295
2869578,1.27E-05,300839916,6322729.33,147660235.6,19178891670
2849289,1.11E-05,300136627.3,5525174.32,192925719.7,20086587261
2852663,9.85E-05,297415720.7,6126403.69,142554602.7,19229381700
2849688,5.58E-06,296973665.9,6064817.93,122987736.1,20050324145
2866613,2.60E-05,296920753.1,5956283.19,148455134.8,19079136188
2869399,2.87E-05,294330065.7,6307698.97,156065999,18696021255
2854478,6.64E-05,288687889,6135025.47,150407781.9,19222533325
2870518,7.63E-06,287834215.8,6004710.48,141215824.4,19333436578
2869732,1.66E-06,287105952.5,5965404.36,147495779.5,19258992036
2870260,8.62E-07,285488493.2,6471660.86,87564529.09,19848047541
2861636,2.41E-05,283713935.2,5616408.71,206700702.7,18595153939
2873813,9.06E-06,283710161.9,5642856.78,131830477.4,19652499751
2866152,5.38E-05,282715955.6,6093451.67,137800501.8,19118441611
2863927,3.21E-05,282091348.5,5933651.95,143035432.6,19188048250
2872178,3.52E-06,281469081.6,6198480.88,100129081.2,19902519461
2874161,6.18E-07,281002187.4,5289979.11,125028780,20111006246
2865570,3.82E-06,280132761.1,5676123.43,96585707.55,19912729648
2866109,3.60E-05,279373031.4,6059354.87,137840720.8,19090288536
2874945,4.83E-07,279268503.2,6103065.69,154856684.7,18674572691
2871822,2.78E-04,278341109.2,5798556.87,139425307.6,18577737300
2858439,4.97E-07,275293183.5,5464566.99,169104677.9,19854255231
2863301,1.65E-07,274880378.9,5488724.26,212543752.6,18622643781
2866334,2.25E-06,273653609.6,5847808.21,145569184.3,18797162605
2852382,1.02E-05,273057926.2,6267188.27,139590033.1,18951460378
2865252,1.18E-05,272663314,5942384.99,90123418.38,19902557165
2870264,1.92E-05,271851297.4,5674315.3,132213153.1,19321159937
2852383,3.31E-06,269080767.8,5525891.69,133588761.7,20038451334
2871518,8.86E-06,268785971.4,5844835.86,141155909.2,18926614965
2859510,2.05E-06,268733855.4,5663245.19,140982640.1,19683137380
2869190,5.71E-07,266114422.9,5922036.95,109279330,20005522612
2853940,4.11E-05,265292770.9,5649004.02,140243317.6,19361764523
2874115,1.70E-05,262457370.2,5815494.44,145343649.5,19105668117
2855821,7.15E-06,261296189.2,5412504.28,125085267,20371691818
2864486,4.89E-06,259827422.9,5643111.1,139418385.3,19572987008
2869852,6.97E-05,259293260.2,5851628.25,128042374.3,19175056541
2877804,1.16E-05,259128686.7,5472854.87,132667894.3,19804212932
2869890,1.80E-06,257927932.5,5675786.47,138237821.6,19355021985
2873184,7.08E-06,254488142.8,5153002.64,95883442.45,20016611557
2854548,1.36E-06,254269833.1,5601182.72,138394511.9,19006399254
2865551,5.59E-07,250782419.8,5277907.23,127334261.9,20232845818
2865834,6.93E-06,250639509.9,5439414.96,128821015.2,19450092638
2855646,1.22E-05,249807947,5780252.13,140438157.6,19187222919
2870720,3.08E-06,249388430.5,5340670.56,132288717.3,19313124951
2861752,4.57E-06,249363554.9,5516879.4,137681220.8,18916773914
2853808,2.33E-05,249316736.4,5478927.14,136260573.2,19566007786
2863437,1.04E-06,247924342.6,6230815.39,50104713.26,2542989761
2870815,2.65E-05,247151099.7,5630440,141291691.8,19068006442
2853949,2.87E-07,246986716.5,5404105.19,123666877.9,19029524056
2868105,1.37E-06,246749766.7,5356648.33,133238615,19234272337
2854835,7.53E-06,245362736.3,5408978.21,131627195.5,19758212882
2852207,5.19E-05,244989424.6,5481608.4,122049854,19611230537
2871650,2.44E-05,244724301.2,5252319.47,123515030.1,19743164010
2872213,8.02E-06,244622682.6,5435039.25,136452714,19063380063
2865146,1.02E-04,244273403,5619136.04,94887561.11,20202016108
2869881,2.73E-06,243699349.4,5244790.22,174735563.7,19881651349
2869624,2.81E-05,242454310.3,5457524.69,128591476.6,19323587018
2864869,4.14E-07,241435056.4,5265362.86,125129062.9,19565208223
2860501,3.47E-06,241102816.6,5437485.01,120722303.1,19522692441
2849519,4.40E-06,241024731.6,5856439.57,66695263.56,12480634192
2865470,3.46E-06,240381759.4,5382014.54,107841883.2,19500294413
2870907,5.06E-05,240182318.2,5493588.91,136677785.6,19349075422
2857648,2.44E-05,239874668.5,5312214.72,118363919.3,19733107658
2873857,6.51E-06,239763961,5345196.07,126374158.8,19491787570
2864555,3.54E-06,239555470.2,5244269.94,128390539.7,19918552569
2877429,2.78E-06,238089143,5082698.99,125740788.4,20214241839
2859663,3.91E-06,237770876.1,5663427.51,136996275.5,18195683034
2853591,4.30E-04,237577366,5252069.19,127867795.5,19727413355
2857973,5.72E-06,237231240.5,5168345.82,198804785.1,18903096613
2868704,9.28E-06,236117593.7,5487803.4,134440264.7,19248061621
2857428,4.41E-06,235405656.5,5577415.46,127676093.6,19393042260
2871620,2.18E-06,235119206.8,5045700.59,102166123.6,19978948946
2871772,4.69E-06,234378441.6,5311213.88,113786775.6,20009034573
2852121,7.49E-05,233988136.2,5339248.29,122555433.4,19389689279
2860475,3.01E-04,233868116.5,5474278.59,133755171.8,19192925590
2855458,8.98E-05,232738703.3,5442919.51,112162216.2,18265676402
2872770,7.29E-07,232622507,5450902.61,98404246.25,20046758475
2858053,3.28E-06,231804889.5,5198267.26,93545831.89,20015662842
2850561,1.42E-06,231649380.7,5382047.52,132627796.2,18975276257
2850926,2.26E-05,231443546.7,5751806.1,130667375.5,19044480130
2869075,5.30E-06,231401584.4,5163445.41,119027187.5,19581244465
2870854,3.86E-05,230957228.7,5247298.69,131543387.3,19384362939
2855382,3.06E-06,230682903.4,5171288.27,125047129.6,19738622054
2871059,1.19E-05,230671815.9,5357490.6,135267879,18975477508
2871579,9.09E-07,229353912.5,5330085.12,123434043.7,19714105283
2863312,2.39E-06,228301293.4,5363015.43,131590322.5,19351783850
2867827,3.51E-06,227527954.7,4986783.04,176435866.4,19001075660
2869695,1.52E-06,227023481.9,5013042.88,120308377.8,20378019271
2863988,2.69E-05,226882858.4,5812788.28,120498494.2,18278149714
2856249,2.06E-05,226758487.2,5044587.69,124956676.9,20266764310
2877376,6.63E-07,226008967.9,5112268.18,117972086.9,19759015853
2857051,1.56E-05,222223561.5,5024569.1,123121805.2,19833295542
2865974,2.94E-05,222024259.7,5314438.58,103669020.9,19380720503
2867493,1.53E-05,221999080,5051357.63,110508764.6,20155592961
2860967,5.13E-06,221493097.2,5207672.42,116551724.4,20000380506
2864301,1.61E-04,221268789.5,5163518.84,109219681.7,18653699462
2876552,3.14E-05,220344269.1,5192975.75,122602792.9,19489671689
2862088,2.46E-05,219156859.3,5147443.31,107620802.4,19710737856
2855886,4.03E-05,218469757.9,5333375.17,128453839,19447686100
2855932,4.45E-05,218192427.9,4904421.39,111602524.2,20224628260
2874830,1.70E-06,217879372.9,4882550.06,112838801.3,20360938885
2873773,2.41E-05,217623715.1,4672813.59,189309011.1,19861707138
2868769,1.15E-05,214336700,4956264.23,105832722.4,20360628437
2852474,9.67E-07,213650239.9,4997856.3,124133649.5,19682741637
2857886,6.73E-07,213281073.4,4872328.19,119815764.2,19995948585
2854399,1.20E-04,212751854.6,5035045.96,83359693.34,13293406181
2862156,8.49E-07,212437768.9,5011360.02,115383737.1,20147555023
2862317,2.64E-07,211813212,4710029.67,102062382.1,20357710502
2849601,5.46E-05,211005583.7,4970412.56,123107532.5,19852577419
2850511,2.24E-07,207880471.8,4762619.97,115548038,19872607197
2875317,2.28E-06,207297070,5223715,126817888.9,18933166341
2872674,7.07E-07,207292312.5,4713698.81,101249040,20651445204
2856341,4.49E-06,207076491.5,4871308.6,113843865.9,19404798752
2855320,5.25E-05,206711002.7,4929451.15,96634882.83,19787640911
2867179,1.01E-05,206097520.9,5023779,117521970.1,19064064116
2854142,1.35E-05,205152862.7,4881987.24,110937458.8,19837204050
2871872,5.18E-06,204644623.7,4698438.17,113145960.1,20098315010
2850234,2.39E-06,203586852,4746649.48,113312802.4,20501479679
2857785,3.01E-06,203230859.9,4518144.47,99924556.08,20029154698
2854587,3.50E-07,202556865.3,4967028.06,96813988.95,19466602696
2870549,2.98E-06,202262655.6,4776383.93,108832103.6,20526083032
2876635,1.91E-05,202184762.1,5066295.06,122743751.5,19367462024
2873006,8.52E-05,202101745.3,4757746.81,99215165.06,19926074966
2865103,4.70E-06,201977288,4828911.64,116933696.8,19921820069
2857776,4.05E-06,201807196.6,5048773.75,126047135.8,19321853928
2864907,2.21E-06,201092130.7,5283410.48,95575418.67,19702430315
2856982,6.05E-06,200805497.2,4924770.9,113474803.5,19797997545
2875568,5.56E-05,200724984.4,4827375.95,117266782.5,19593872609
2870189,2.93E-05,200608508,5500268.5,59428440.21,15009707991
2855807,5.35E-06,200190456,4786071.6,113792040.9,20295321200
2873308,4.72E-05,200101852.8,4829005.33,116779285.6,19404203313
2868783,4.82E-06,199299755.6,4882119.73,120017737.3,19160632089
2866431,8.95E-06,199299692.9,4817875.43,115258598.6,19768765146
2850687,1.65E-05,196017139.9,4998795.76,77670789.13,19773071902
2864878,2.33E-05,195949462.9,4894551.92,118382796.3,19210499618
2863648,2.99E-04,195588824.8,4718588.72,110052407.7,20350695912
2861021,5.82E-06,194847626.5,4608612.76,108691457.3,20286540229
2870234,1.37E-05,194771231.5,4618824.37,111382654,20644678382
2861820,4.33E-05,194504465.1,5027687.05,115253178.3,19319035720
2868004,3.92E-06,194247666.2,5204755.12,107219433.7,19061762220
2867676,8.48E-06,194236421.2,5130041.16,103363330.2,15410409129
2850193,3.23E-06,192632571.1,4706975.01,73812027.98,20103448039
2859078,2.22E-05,192481935.5,4873400.6,108760406.7,19430967563
2862491,2.13E-06,192403722.9,4606294.39,83801028.29,20390879118
2854597,6.31E-05,192257280.1,4644766.28,106167100,20382811558
2866978,3.21E-05,191954538.3,4979762.52,100008389.3,19020260042
2870256,1.02E-05,190049833.8,4522288.53,109868349.1,19411878780
2855997,1.63E-06,189091819.7,4979111.65,62488289.26,19745018230
